Name | Description | Default Value | Flags
lb_debug_tiles | SceneSystem/LightBinner/Debug Tiles |  | devonly, cheat
lb_debug_visualize_fog_shadowed_lights | SceneSystem/LightBinner/Debug Visualize Fog Shadowed Lights | 0 | devonly, cheat
lb_debug_visualize_lights | SceneSystem/LightBinner/Debug Visualize Lights | 0 | devonly, cheat
lb_debug_visualize_shadowed_light_details |  | false | devonly, cheat
lb_debug_visualize_shadowed_lights | SceneSystem/LightBinner/Debug Visualize Shadowed Lights | 0 | devonly, cheat
lb_dynamic_shadow_penumbra | Adjust shadow penumbra based on light size | true | devonly
lb_dynamic_shadow_resolution | Dynamically adjust shadow resolution | true | devonly
lb_dynamic_shadow_resolution_base | Base resolution for dynamic shadowmap sizing.  Shadowmap size of a screen sized light | 1024 | devonly
lb_dynamic_shadow_resolution_base_cmp_shadowmapsize | take min of lb_dynamic_shadow_resolution and barnlight shadowmapsize as base shadowmapsize | false | devonly, cheat
lb_dynamic_shadow_resolution_delay | Update delay for shadow size | 0.85 | devonly
lb_dynamic_shadow_resolution_hysteresis | Update hysteresis for shadow size | 0.33 | devonly
lb_dynamic_shadow_resolution_quantization | Quantization of dynamically computed shadow size | 64 | devonly
lb_enable_baked_shadows | SceneSystem/LightBinner/Enable Baked Shadows | true | devonly, cheat
lb_enable_binning | SceneSystem/LightBinner/Enable Binning | true | devonly
lb_enable_dynamic_lights | Allows rendering dynamic lights | true | devonly, cheat
lb_enable_envmaps | SceneSystem/LightBinner/Enable EnvMaps | true | devonly, cheat
lb_enable_fog_mixed_shadows | SceneSystem/LightBinner/Enable Fog Mixed Shadows | true | devonly, cheat
lb_enable_lights | SceneSystem/LightBinner/Enable Lights | true | devonly, cheat
lb_enable_newsum | SceneSystem/LightBinner/Enable New Sum | true | devonly, cheat
lb_enable_shadow_casting | Allow stationary/dynamic lights to cast shadows. | true | devonly
lb_enable_stationary_lights | Allows rendering stationary/mixed lights | true | devonly, cheat
lb_enable_sunlight | SceneSystem/LightBinner/Enable Sunlight | true | devonly, cheat
lb_low_quality_shader_fade_region_rescale | For envmaps in low quality shader mode, how much of the fade region to scale the envmap box by. | 0 | devonly, cheat
lb_max_visible_barn_lights_override | Override maximum visible barn lights | -1 | devonly, cheat
lb_max_visible_envmaps_override | Override maximum visible envmaps | -1 | devonly, cheat
lb_mixed_shadows | SceneSystem/LightBinner/Enable Mixed Shadows | true | devonly, cheat
lb_override_barn_light_fade_sizes |  | 0.05 0.025 | devonly, cheat
lb_override_barn_light_fade_sizes_enable |  | false | devonly, cheat
lb_override_barn_light_shadow_fade_sizes |  | 0.1 0.05 | devonly, cheat
lb_precomputed_shadowmap_depth_bias |  | 0.0001 | devonly
lb_precomputed_shadowmap_enable |  | true | devonly
lb_shadow_map_cull_empty_mixed | Don't render shadows for mixed shadowmaps with no dynamics objects in view | false | cheat
lb_shadow_map_culling |  | true | cheat
lb_shadow_texture_height_override | Override height of shadow atlas texture | -1 | devonly
lb_shadow_texture_width_override | Override width of shadow atlas texture | -1 | devonly
lb_ssss_importance_sample |  | false | devonly
lb_ssss_samples | Subsurface sample count | 11 | devonly
lb_sun_csm_size_cull_threshold_texels | Size, in texels, where we will cull an object in the shadowmap | 10 | devonly
lb_tile_pixels |  | 8 | devonly
lb_timesliced_shadows_dynamic_size |  | true | devonly
lb_use_ellipsoid_bounds |  | true | devonly, cheat
lb_use_illumination_silhouette | SceneSystem/LightBinner/Use Illumination Bounds | true | devonly, cheat
leaderboards_cache_duration |  | 600 | devonly, cl
legacy_models_supported | Whether to support legacy (pre-modeldoc) models | true | devonly
lifesteal_ability_non_hero_multiplier |  | 0.4 | devonly, sv, rep
lifesteal_bullet_non_hero_multiplier |  | 0.6 | devonly, sv, rep
lightbinner_precompute |  | cmd | devonly
lightbinner_test_computespheresilhouette |  | cmd | devonly
lightbinner_test_computesumsilhouette |  | cmd | devonly
lightquery_debug_direct_lighting |  | true | sv, cl, rep, cheat
lightquery_debug_indirect_lighting |  | true | sv, cl, rep, cheat
listRecentNPCSpeech | Displays a list of the last 5 lines of speech from NPCs. | cmd | devonly, sv, norecord
listdemo | List demo file contents. | cmd | release
listid | Lists banned users. | cmd | devonly
listip | List IP addresses on the ban list. | cmd | devonly
load | Usage:<br>   load \[save file name\]<br> | cmd | devonly, norecord
load_master_item_schema | Reloads the item master schema. | cmd | devonly, sv, hidden, cheat
locator_topdown_style | Topdown games set this to handle distance and offscreen location differently. | false | devonly, cl
log | Enables logging to file, console, and udp &lt; on \| off &gt;. | cmd | release
log_color | Set the color of a logging channel. | cmd | norecord, release
log_dumpchannels | Dumps information about all logging channels. | cmd | norecord, release
log_flags | Set the flags on a logging channel. | cmd | norecord, release
log_level | Set the spew level of a logging channel. | cmd | norecord, release
log_verbosity | Set the verbosity of a logging channel. | cmd | norecord, release
logic_npc_counter_debug |  | false | sv, rep, cheat
loop_dump | Print the listeners of the current loop mode | cmd | devonly
lrucache_flush | Flushes the specified cache | cmd | devonly
lrucache_reset_stats | Resets stats for the specified CUtlLRUCaches (or all if none specified) | cmd | devonly
lrucache_set_size | Sets the specified cache to the specified size | cmd | devonly
lrucache_stats | Spews information about all CUtlLRUCaches | cmd | devonly
lservercfgfile |  | listenserver.cfg | devonly, sv
lua_assert_on_error |  | false | devonly
lua_is_currently_executing |  | false | hidden, norecord, release
lua_report_memory |  | cmd | devonly
lua_shipping_assert_on_error |  | false | devonly
m_pitch | Mouse pitch factor. | 0.022 | cl, a, user, per_user
m_yaw | Mouse yaw factor. | 0.022 | cl, a, user, per_user
map | map &lt;mapname&gt; :Load a new map. | cmd | release
map_showspawnpoints | Shows player spawn points (red=invalid) | cmd | devonly, sv
maps | Displays list of maps. | cmd | release
markup_group_ent_bbox | markup_group_ent_bbox &lt;markup_group name&gt; -&gt; toggle ent_bbox for all members of the named markup group | cmd | sv, cheat
markup_group_ent_text | markup_group_ent_text &lt;markup_group name&gt; -&gt; toggle ent_text for all members of the named markup group | cmd | sv, cheat
markup_group_spew | Spew all current markup groups and their members | cmd | sv, cheat
markup_volume_ref_cone_angle |  | 135 | devonly, sv
mat_assert_on_error_shader_use |  | false | devonly
mat_assert_on_shader_use | Assert on shader used based on substring of shader name | cmd | devonly
mat_async_shader_load |  | false | release
mat_cache_and_skip_commandbuffers |  | true | devonly
mat_cache_renderablepasses |  | true | devonly
mat_clearshadercache | Clears the shader cache used for dynamic shader compile. | cmd | devonly
mat_colcorrection_disableentities | Disable map color-correction entities | false | devonly, cl
mat_colcorrection_editor |  | false | devonly, cl
mat_colcorrection_forceentitiesclientside | Forces color correction entities to be updated on the client | false | cl, cheat
mat_colorcorrection |  | true | devonly
mat_debug | Sets a mat_fullbright debug visualization mode | cmd | devonly, cl
mat_depthbias_shadowmap |  | 0.0005 | devonly, cl
mat_disable_dynamic_shader_compile | Reloads all shaders from vcs files until the next time mat_reloadshaders is called | cmd | devonly
mat_execute_skipbuffers |  | true | devonly
mat_forcereloadshaders | Force reloads all shaders (skips MD5 check). Takes optional substrings of shader names to recompile as arguments. | cmd | devonly
mat_fullbright | Debug rendering modes | 0 | cheat
mat_hide_error_shader |  | false | devonly
mat_lpv_luxels |  | false | cheat
mat_luxels |  | false | cheat
mat_max_lighting_complexity |  | 8 | cheat
mat_overdraw | Visualize overdraw | 0 | cheat
mat_overdraw_color |  | 0.075 0.15 0.3 | cheat
mat_print_dead_materials | Print loaded materials that have no valid layers due to not supporting any of the modes in gameinfo.gi. | cmd | devonly
mat_print_error_materials | Print loaded materials that are using the error shader or material. | cmd | devonly
mat_print_expensive_materials | Print materials sorted by cost heuristic | cmd | devonly
mat_print_material_info | Print info about a specific material | cmd | devonly
mat_print_materials | Print loaded materials. Takes an optional substring as an argument. | cmd | devonly
mat_print_materials_last_frame | Print materials used last frame | cmd | devonly
mat_print_materials_unused | Print materials that have never been used | cmd | devonly
mat_print_modes | Print supported rendering modes. | cmd | devonly
mat_print_shader_info | Print detailed info about a single shader. Takes a shader name (hero.vfx) as an argument. | cmd | devonly
mat_print_shader_quality | Print current shader quality setting | cmd | devonly
mat_print_shaders | Print loaded shaders. Takes a substring as an argument. | cmd | devonly
mat_print_textures | Print loaded textures in alphabetical order. Takes an optional substring as an argument. | cmd | devonly
mat_print_textures_size | Print loaded textures in ascending size order. Takes an optional substring as an argument. | cmd | devonly
mat_print_textures_size_in_memory | Print loaded textures in ascending size order as they are in memory. Takes an optional substring as an argument. | cmd | devonly
mat_reinitmaterials | Reinitializes all loaded materials, reloading their shaders. | cmd | devonly
mat_reloadshaders | Reloads all shaders. Takes optional substrings of shader names to recompile as arguments. | cmd | devonly
mat_reset_material_costs | Reset material cost heuristic | cmd | devonly
mat_set_shader_quality | Force shader quality setting (valid values are 0 or 1) | cmd | devonly
mat_shader_cache |  | true | devonly
mat_shading_complexity | Visualize shading complexity | false | cheat
mat_shading_complexity_color |  | 1 0.5 0.25 | cheat
mat_shading_complexity_max_instruction_count |  | 1024 | cheat
mat_shading_complexity_max_register_count |  | 128 | cheat
mat_shadowmap_luxels |  | false | cheat
mat_show_distance_field | 0=Off, 1=Visualize trace from camera, 2=Visualize occlusion, 3=Visualize far field trace from camera | 0 | cheat
mat_skip_static_const_eval |  | true | devonly
mat_slopescaledepthbias_shadowmap |  | 4 | devonly, cl
mat_tonemap_bloom_scale |  | -1 | cheat
mat_tonemap_bloom_start_value |  | -1 | cheat
mat_tonemap_debug |  | 0 | devonly
mat_tonemap_force_accelerate_exposure_down |  | -1 | cheat
mat_tonemap_force_average_lum_min | Override. Old default was 3.0 | -1 | cheat
mat_tonemap_force_log_lum_max |  | -1 | cheat
mat_tonemap_force_log_lum_min |  | -1 | cheat
mat_tonemap_force_max |  | -1 | cheat
mat_tonemap_force_min |  | -1 | cheat
mat_tonemap_force_percent_bright_pixels | Override. Old value was 1.0 | -1 | cheat
mat_tonemap_force_percent_target | Override. Old default was 45. | -1 | cheat
mat_tonemap_force_rate |  | -1 | cheat
mat_tonemap_force_scale |  | 0 | cheat
mat_tonemap_force_use_alpha |  | -1 | cheat
mat_tonemap_uncap_exposure |  | 0 | cheat
mat_viewportscale | Scale down the main viewport (to reduce GPU impact on CPU profiling) | 1 | devonly, cl
mat_warn_bad_modes |  | false | devonly
mat_wireframe | 0=Off, 1=Surface Wireframe, 2=Transparent Wireframe | 0 | cheat
match_signout_book_loss_xp | How much book XP to award for a loss | 0 | devonly, sv
match_signout_book_win_xp | How much book XP to award for a win | 0 | devonly, sv
mem_compact | Compacts the heap | cmd | devonly
mem_dump | Dump memory stats to text file or &lt;stdout&gt;. | cmd | devonly
mem_level | Memory Level - Default: High | 2 | devonly, cl
mem_test |  | cmd | devonly
mem_test_each_frame | Run heap check at end of every frame | false | devonly
mem_test_every_n_seconds | Run heap check at a specified interval | 0 | devonly
mem_test_quiet | Don't print stats when memtesting | false | devonly
memory | Print memory stats. | cmd | devonly
memory_check_limit | Assert if peak memory use is over the limit. | cmd | devonly
mesh_calculate_curvature_smooth_invert |  | false | sv, cl, rep, cheat
mesh_calculate_curvature_smooth_pass_count |  | 3 | sv, cl, rep, cheat
mesh_calculate_curvature_smooth_weight |  | 1 | sv, cl, rep, cheat
mic_listen_while_nonfocused | Enables the ability for the mic to remain open if the window loses focus such as when a caster tabs out to adjust settings | false | devonly, cl
minimap_add_glow_modifier |  | false | devonly, sv
minimap_update_rate_hz |  | 30 | sv, release
minimap_zoom_in | Ping button pressed | cmd | cl, release
minimap_zoom_out | Ping button released | cmd | cl, release
mm_idle_enabled | Kill switch for the idle detection system | true | devonly, cl
mm_idle_show_warning_at_s | How many seconds to wait before showing the idle warning dialog | 300 | devonly, cl
mm_idle_warning_duration_s | How long should the warning be up before it boots the user from the MM queue | 60 | devonly, cl
