Name | Description | Default Value | Flags
ent_text_clear | Hide text debugging information about the given entity(ies) on top of the entity (See Overlay Text)<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | sv, cheat
ent_text_filter | Set which ent_text filters you want:  | cmd | sv, cheat
ent_text_flags_active |  | -1 | sv, a, cheat
ent_text_no_name_really_i_mean_it |  | false | sv, cheat
ent_text_radius | Displays text debugging information about the given entity(ies) \[near the player\] on top of the entity (See Overlay Text)<br>	2 Arguments:   	&lt;Radius&gt; &lt;{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}&gt; | cmd | sv, cheat
ent_text_sticky_add | Adds to list of names to display text debugging information about the given entity(ies) on top of the entity (See Overlay Text)<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | sv, cheat
ent_text_sticky_clear | Clears the list of names to display text debugging information about the given entity(ies) on top of the entity (See Overlay Text)<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | sv, cheat
ent_text_sticky_dump | Spews the list of names to display text debugging information about the given entity(ies) on top of the entity (See Overlay Text)<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | sv, cheat
ent_text_sticky_remove | Removes from the list of names to display text debugging information about the given entity(ies) on top of the entity (See Overlay Text)<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | sv, cheat
ent_ungrab | un-grabs all objects | cmd | sv, cheat
ent_vcollide_wireframe | Displays the interpolated vcollide wireframe pm am entity.<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | sv, cheat
ent_viewentity | Selects the picked entity as the view entity | cmd | devonly, sv
ent_viewoffset | Displays the eye position for the given entity(ies) in red.<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | sv, cheat
ent_viewpunch | Used to debug ViewPunch | cmd | devonly, sv
ent_visibility_traces | Displays visibility traces for the given entity<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | sv, cheat
entity_log_load_unserialize | Output unserialization of entities on map load. 0 - off, 1 - client/server, 2 - server, 3 - client | 0 | sv, cl, rep, cheat
entity_lump_list | List all known entity lumps | cmd | devonly
entity_lump_spew | Dump the contents of an entity lump | cmd | devonly
entityreport | Reports all extant entities. Optional 2nd arg is a substring of a classname that the list will be filtered by. | cmd | devonly, sv
entitysummary | Summarizes (by class) all extant entities. Optional 2nd arg is a substring of a classname that the list will be filtered by. | cmd | devonly, sv
ents | List server entities, sorted by spawn group | cmd | devonly, sv
escape | Escape key pressed. | cmd | release, clientcmd_can_execute
exec | Execute a cfg file | cmd | norecord, release
exec_async | Execute a cfg file over time | cmd | cheat, norecord
execifexists | Execute a cfg file if file exists | cmd | norecord, release
execute_command_every_frame |  |  | cheat
experimental_citadel_tick_rate_override |  | 0 | sv, cl, rep, release
explode | Kills the player with explosive damage | cmd | sv, cheat
explodevector | Kills a player applying an explosive force. Usage: explodevector &lt;player&gt; &lt;x value&gt; &lt;y value&gt; &lt;z value&gt; | cmd | sv, cheat
fade_debug_splitscreen_slot |  | -1 | devonly, cl
fadein | fadein {time r g b}: Fades the screen in from black or from the specified color over the given number of seconds. | cmd | sv, cheat
fadeout | fadeout {time r g b}: Fades the screen to black or to the specified color over the given number of seconds. | cmd | sv, cheat
fathom_force_spotted |  | -1 | devonly, sv, cl, rep
filesystem_buffer_size | Size of per file buffers. 0 for none | 0 | devonly
filesystem_fake_latency |  | 0 | devonly
filesystem_max_stdio_read |  | 16 | devonly
filesystem_native | Use native FS or STDIO | true | devonly
filesystem_report_buffered_io |  | false | devonly
filesystem_unbuffered_io |  | true | devonly
filter_player_simulation_time |  | true | devonly, sv, cl, rep
find | Find concommands with the specified string in their name/help text. | cmd | release
findflags | Find concommands by flags. | cmd | release
fire_use_modifier |  | false | devonly, sv, cl, rep
firetarget |  | cmd | sv, cheat
firstperson | Switch to firstperson camera. | cmd | cl, release, per_tick
fish_debug | Show debug info for fish | false | cl, cheat
fish_dormant | Turns off interactive fish behavior. Fish become immobile and unresponsive. | false | sv, rep, cheat
fog_color |  | -1 -1 -1 | cl, cheat
fog_colorskybox |  | -1 -1 -1 | cl, cheat
fog_enable | Enable fog | true | cl, cheat
fog_enableskybox |  | true | cl, cheat
fog_end |  | -1 | cl, cheat
fog_endskybox |  | -1 | cl, cheat
fog_hdrcolorscale |  | -1 | cl, cheat
fog_hdrcolorscaleskybox |  | -1 | cl, cheat
fog_maxdensity |  | -1 | cl, cheat
fog_maxdensityskybox |  | -1 | cl, cheat
fog_override | Overrides the map's fog settings (-1 populates fog_ vars with map's values) | 0 | cl, cheat
fog_override_color | Sets the fog color override | cmd | cheat
fog_override_enable | Use fog_override convars instead of world fog data | false | cheat
fog_override_end |  | 3500 | cheat
fog_override_exponent |  | 2 | cheat
fog_override_max_density |  | 0.4 | cheat
fog_override_start |  | 1000 | cheat
fog_start |  | -1 | cl, cheat
fog_startskybox |  | -1 | cl, cheat
fog_volume_debug | If enabled, prints diagnostic information about the current fog volume | false | devonly, sv
font_show_glyph_miss |  | false | devonly
footstep_debug |  | false | devonly, sv, cl, rep
footstep_force_volume |  | -1 | devonly, sv, cl, rep
force_assert | Fire an assertion failure | cmd | devonly
force_fatal_error | Fire a fatal error | cmd | devonly
force_floating_point_exceptions | Enable floating point exceptions to find bugs | cmd | devonly
force_hibernate | Force toggle hibernation state | cmd | devonly
fov_desired | Sets the base field-of-view. | 75 | cl, a, user
fp_trace | Toggle field path tracing to file<br> | cmd | devonly
fps_max | Frame rate limiter.  0=no limit.  Does not apply to dedicated server. | 400 | a, release
fps_max_tools | Additional frame rate limit while in tools mode and a window other than the game window has focus. Note that fps_max still applies, this only allows the maximum frame rate for tools mode to be lower. 0=no tools specific limit. | 120 | a
fps_max_ui | Frame rate limiter while the game UI is displayed.  0=no limit.  Does not apply to dedicated server. | 120 | a
free_pass_peek_debug |  | false | devonly, sv
freecamera_accel | Tweak this parameter to adjust Free Camera movement acceleration. | 5 | devonly, cl
freecamera_fog_end | Fog end for Free Camera. | 2500 | devonly, cl
freecamera_fog_start | Fog start for Free Camera. | 1800 | devonly, cl
freecamera_max_speed | Tweak this parameter to adjust Free Camera movement max speed. | 500 | devonly, cl
freecamera_rotation_multiplier | Tweak this parameter to adjust Free Camera mouse rotation. | 10 | devonly, cl
freecamera_zfar | Fog start for Free Camera. | 4500 | devonly, cl
friend_menu_group_party_members | Controls whether or not the friend list has grouping for party members or not | true | devonly, cl
fs_async_threads | Number of IO threads in async filesystem (-1 == auto) | -1 | devonly
fs_clear_open_duplicate_times | Clear the list of files that have been opened. | cmd | devonly
fs_dump_open_duplicate_times | Set fs_report_long_reads 1 before loading to use this. Prints a list of files that were opened more than once and ~how long was spent reading from them. | cmd | devonly
fs_fake_read_delay_ms | Add N ms of delay to every low-level read operation, to simulate a slow disk | 0 | release
fs_report_async_io |  | false | devonly
fs_report_long_reads | 0:Off, 1:All (for tracking accumulated duplicate read times), &gt;1:Microsecond threashold | 0 | devonly
fs_report_sync_opens | 0:Off, 1:Always, 2:Not during load | 0 | release
fs_spew_readfieldlist | index &lt;threshold bytes&gt;: spew changes to ent index, optionally only spewing if update is &gt; than threshold bytes | cmd | cheat
fs_warning_mode | 0:Off, 1:Warn main thread, 2:Warn other threads | 0 | devonly
func_break_max_pieces |  | 15 | sv, a, rep
func_break_reduction_factor |  | 0.5 | devonly, sv
func_breakdmg_bullet |  | 0.5 | devonly, sv
func_breakdmg_club |  | 1.5 | devonly, sv
func_breakdmg_explosive |  | 1.25 | devonly, sv
func_mover_async_movable_navmesh_updates |  | true | devonly, sv
func_mover_debug |  | false | devonly, sv
func_mover_debug_all |  | false | devonly, sv
func_mover_debug_follower |  | false | devonly, sv
func_mover_debug_verbose |  | false | devonly, sv
func_mover_get_speed_override |  | 0 | devonly, sv
func_mover_imgui_log_count |  | 30 | devonly, sv
func_rotator_debug |  | false | devonly, sv
fx_drawmetalspark | Draw metal spark effects. | true | devonly, cl
g_debug_angularsensor |  | false | sv, cheat
g_debug_constraint_sounds | Enable debug printing about constraint sounds. | false | sv, cheat
g_debug_doors |  | false | devonly, sv
g_debug_ragdoll_visualize |  | false | cl, cheat
g_debug_transitions | Set to 1 and restart the map to be warned if the map has no trigger_transition volumes. Set to 2 to see a dump of all entities & associated results during a transition. | 0 | devonly, sv, cheat
g_ragdoll_fadespeed |  | 600 | devonly, cl
g_ragdoll_important_maxcount |  | 2 | devonly, sv, cl, rep
g_ragdoll_lvfadespeed |  | 100 | devonly, cl
g_ragdoll_maxcount |  | 5 | devonly, sv, cl, rep
game_particle_manager_dump_requeue | Dump contents of particle manager requeue | cmd | devonly, cl
game_particle_manager_list_active | Dump counts of active particles | cmd | devonly, cl
game_particle_manager_requeue_messages |  | true | devonly, cl, hidden
gameevents_analyze | compare game events across all mods | cmd | devonly, sv
gameevents_dumptofile | write gameevents keyvalues (sorted by name) to gameevents_&lt;modname&gt;.txt | cmd | devonly, sv
gameevents_showeventlisteners | Show listening addition/removals | false | devonly
gameevents_showevents | Dump game events to console. (1 = Show Signaling, 2 = Show Posting also). | 0 | devonly
gameinstructor_dump_open_lessons | Gives a list of all currently open lessons. | cmd | cl, cheat
gameinstructor_dump_run_lesson_counts | Gives a list of lessons that been completed or shown | cmd | cl, cheat
gameinstructor_enable | Display in game lessons that teach new players. | true | cl, a, release
gameinstructor_find_errors | Set to 1 and the game instructor will run EVERY scripted command to uncover errors. | false | cl, cheat
gameinstructor_reload_lessons | Shuts down all open lessons and reloads them from the script file. | cmd | devonly, cl
gameinstructor_reset_counts | Resets all display and success counts to zero. | cmd | devonly, cl
gameinstructor_start_sound_cooldown | Number of seconds forced between similar lesson start sounds. | 4 | devonly, cl
gameinstructor_teach_lesson | Force a specific lesson to be triggered | cmd | devonly, cl
gameinstructor_verbose | Set to 1 for standard debugging or 2 (in combo with gameinstructor_verbose_lesson) to show update actions. | 0 | cl, cheat
gameinstructor_verbose_lesson | Display more verbose information for lessons have this name. |  | cl, cheat
gameui_activate | Shows the game UI | cmd | hidden, release
gameui_allowescape | Escape key allowed to hide game UI | cmd | hidden, release
gameui_allowescapetoshow | Escape key allowed to show game UI | cmd | hidden, release
gameui_hide | Hides the game UI | cmd | release
gameui_preventescape | Escape key doesn't hide game UI | cmd | hidden, release
gameui_preventescapetoshow | Escape key doesn't show game UI | cmd | hidden, release
gc_secret_key | Secret key for authenticating with the GC<br> |  | devonly, sv, prot
generate_minidump_comment | Generate a minidump comment and spew the results to the console | cmd | devonly
generate_null_container | Generated a nulled out container. | cmd | devonly
generate_trash_synth | Args: \[Asset directory Path\] | cmd | devonly
getpos | dump position and angles to the console | cmd | cl, cheat
getpos_exact | dump origin and angles to the console | cmd | cl, cheat
getposcopy | dump position and angles to the console and clipboard | cmd | cl, cheat
getposcopy_exact | dump origin and angles to the console and clipboard | cmd | cl, cheat
give | Give item to player.<br>	Arguments: &lt;item_name&gt; | cmd | sv
give_oriented | Give item oriented to player angles.<br>	Arguments: &lt;item_name&gt; | cmd | sv
givecurrentammo | Give a supply of ammo for current weapon..<br> | cmd | sv, cheat
gl_clear |  | true | devonly, cl
global_set | global_set &lt;globalname&gt; &lt;state&gt;: Sets the state of the given env_global (0 = OFF, 1 = ON, 2 = DEAD). | cmd | sv, cheat
glow_use_tolerance |  | 0.85 | cl, rep, cheat
god | Toggle by default, or 0 to disable and 1 to enable. Player becomes invulnerable. | cmd | sv, cheat
gpu_level | GPU Level - Default: High | 3 | devonly, cl
gpu_mem_level | Memory Level - Default: High | 2 | devonly, cl
graphcontroller_dumpparams | Print all anim graph parameters for the specified entity.<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | devonly, sv
grep | grep line for pattern, print out matching lines only | cmd | release
groundlist | Display ground entity list &lt;index&gt; | cmd | devonly, sv, cheat
groups | Show status of all spawn groups. | cmd | sv, cheat
guide_bot_talk | Force guide bot to talk with reason. | cmd | devonly, cl
hairsim_force_fixed_timestep |  | true | devonly, cheat
hairsim_reset |  | false | devonly, cheat
healme | Heals the player.<br>	Arguments: &lt;health to gain&gt; | cmd | sv, cheat
help | Find help about a convar/concommand. | cmd | release
hero_data_inspect | Citadel/Hero Stats | false | devonly, sv, cl, a, rep, cheat
hide_party_code | When set, this will hide the party code in the client | false | cl, a
hideconsole | Hide the console. | cmd | norecord, release
hideout_search_key | Allows specifying a search key for hideout server allocation (dev only) |  | devonly, cl
hideout_single_player | Allows creating a hideout for a party even if a single player (dev only) | false | devonly, cl
hideout_toggle_camera |  | cmd | devonly, sv
host_force_frametime_to_equal_tick_interval |  | false | devonly
host_force_max_frametime_to_tick_interval |  | false | devonly
host_framerate | Set to lock per-frame time elapse. | 0 | release
host_readconfig_ignore_userconfig | Whether we should ignore the user config file for reading/writing. | false | cheat
host_timescale | Prescale the clock by this amount. | 1 | rep, cheat
host_timescale_dec | Decrement the timescale by one step | cmd | cheat
host_timescale_inc | Increment the timescale by one step | cmd | cheat
host_writeconfig | Saves out the user config values. | cmd | release
hostfile | The HOST file to load. | host.txt | sv, release
hostip | Host game server ip | 0 | release
hostname | Hostname for server. |  | release
hostname_in_client_status | Show server hostname in client status. | false | release
hostport | Host game server port | 27015 | release
hud_damagemeter |  | false | cl, cheat
hud_damagemeter_ooctimer | How many seconds after the last damage event before we consider the player out of combat. | 3 | devonly, cl
hud_damagemeter_report | Display end-of-combat DPS result (from first damage even to last before OOC timer hit). | true | devonly, cl
hud_fastswitch |  | 0 | cl, a
hud_free_cursor | If -1 use the hud default, otherwise 0 is disabled, 1 is enabled | -1 | cl, release
hud_free_cursor_toggle | Toggles free cursor convar. | cmd | cl, release
hud_minimap_spectator_fow_team_view_amber | While a spectator, view team amber's minimap view  | cmd | cl, release
hud_minimap_spectator_fow_team_view_both_teams | While a spectator, view both teams' minimap view  | cmd | cl, release
hud_minimap_spectator_fow_team_view_sapphire | While a spectator, view team sapphire's minimap view | cmd | cl, release
hud_minimap_spectator_fow_team_view_target_team | While a spectator and viewing a player, view team their minimap view  | cmd | cl, release
hud_mouselook_always |  | false | devonly, cl
hud_reloadscheme | Reloads hud layout and animation scripts. | cmd | devonly, cl
hullivr_edge_merge_tan | Should we try to straighten two faces connected to this edge? (tangent) | 0.02 | devonly, sv, rep
hullivr_faceisland_merge_disp | Should we straighten face island if the displacement is this much? (inches) | 0 | devonly, sv, rep
hullivr_faceisland_merge_tan | Should we try to straighten an island of faces deviating from their average normal (tangent)? | 0.04 | devonly, sv, rep
hullivr_version |  | 3 | devonly, sv, rep
hurtme | Hurts the player.<br>	Arguments: &lt;health to lose&gt; | cmd | sv, cheat
hurtthem | Hurts the enemy in front of you.<br>	Arguments: &lt;health to lose&gt; | cmd | sv, cheat
ic | interp entity count<br> | cmd | devonly, cl
ik_constraints_enabled |  | true | devonly, rep
ik_debug_all_chains_unique_color_per_chain |  | false | devonly, rep
ik_debug_ccd |  | 0 | devonly, rep
ik_debug_chain_to_filter_by |  |  | sv, cl, rep, cheat
ik_debug_constraints |  | -1 | devonly, rep
ik_debug_dogleg3bone |  | 0 | devonly, rep
ik_debug_dogleg3bone_enabled |  | true | devonly, rep
ik_debug_fabrik_backwards_enabled |  | true | devonly, rep
ik_debug_fabrik_backwards_iteration_toggle |  | cmd | devonly
ik_debug_fabrik_backwards_iterations |  | 0 | devonly, rep
ik_debug_fabrik_forwards_enabled |  | true | devonly, rep
ik_debug_fabrik_forwards_iteration_toggle |  | cmd | devonly
ik_debug_fabrik_forwards_iterations |  | 0 | devonly, rep
ik_debug_groundtraces | Show IK trace related details | false | devonly, sv, cl, rep
ik_debug_perlin_solver |  | false | devonly, sv, cl, rep
ik_debug_planetilt |  | 0 | devonly, rep
ik_debug_planetilt_axis_length |  | 20 | devonly, rep
ik_debug_targets |  | false | devonly, rep
ik_enable | Enable IK. | true | rep, cheat
ik_fabrik_align_chain |  | true | devonly, rep
ik_fabrik_backwards_enabled |  | true | devonly, rep
ik_fabrik_forwards_enabled |  | true | devonly, rep
ik_fabrik_override_num_iterations |  | -1 | devonly, rep
ik_final_fixup_enable |  | true | devonly, rep
ik_hinge_debug_bone_index |  | -1 | sv, cl, rep, cheat
ik_planetilt_enable |  | true | devonly, rep
ime_hkl_info | Spew IME HKL info. | cmd | devonly, norecord
ime_info | Spew IME info. | cmd | devonly, norecord
ime_installed_names | Spew list of installed IMEs. | cmd | hidden, norecord, release
ime_supported_info | Spew IME Supported info. | cmd | devonly, norecord
imgui_cycle_undocked_window_focus | Cycles focus between the game window and undocked imgui windows | cmd | devonly
imgui_debug_draw_dashboard_toggle_pause | Dashboard/Pause Game When Activated | false | devonly, sv, cl, a, rep, cheat
imgui_debug_draw_dashboard_window | Dashboard/Show Dashboard | false | devonly, sv, cl, a, rep, cheat
imgui_debug_draw_dashboard_window_toggle_focus | Dashboard toggle focus | false | devonly, sv, cl, rep, cheat
imgui_debug_entity | Shows the entity browser, focused on the entity you specify.<br>	Arguments:   	{entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at} | cmd | sv, cheat
imgui_default_font_size | Default imgui font size | 20 | a, cheat
imgui_domain | 1 == client, 2 == server | 2 | devonly, sv, cl, a, rep, cheat
imgui_enable | if imgui should display | false | devonly, sv, cl, rep, cheat
imgui_enable_input | if imgui should consume input | false | devonly, sv, cl, rep, cheat
imgui_ent_text_enable | Show Entity Text in Window | true | devonly, sv, cl, a, rep, cheat
imgui_set_selection | Sets ImGui selection | cmd | sv, cheat
imgui_set_status_text | Sets ImGui header status text | cmd | sv, cheat
imgui_show_citadel_movement | Citadel/Player/Movement | false | devonly, sv, a, rep, cheat
imgui_temp_enable | if imgui should display temporarily | false | devonly, sv, cl, rep, cheat
impulse | Triggers impulse command | cmd | cl, release
in_button_double_press_window | How short the time between presses needs to be for us to consider it a double-press | 0.3 | devonly, sv, cl, rep
in_forcebuttonstate | Forces a button to be a particular state - WHEN PROCESSING USERCOMMANDS | cmd | devonly, sv
in_forceinput | Forces a button to be a particular state -- WHEN SAMPLING INPUT | cmd | devonly, cl
in_spewbuttondelta | Spew button deltas, 0 = off, 1 = server, 2 = client, 3 = both | 0 | devonly, sv, cl, rep
in_spewbuttonhold | Spew button hold times, 0 = off, 1 = server, 2 = client, 3 = both | 0 | devonly, sv, cl, rep
in_spewent | Which entity should we spew input for? (Useful for debugging bot input) | -1 | devonly, sv, cl, rep
in_spewinput | Spew input, 0 = off, 1 = server, 2 = client, 3 = both | 0 | devonly, sv, cl, rep
incrementvar | Increment specified convar value. | cmd | norecord, release
input_button_code_is_scan_code_scd | Bind keys based on keyboard position instead of key name | true | a, per_user
input_downimpulsevalue |  | 0.7 | devonly, cl
input_filter_relative_analog_inputs |  | false | cl, a
input_forceuser | Force user input to this split screen player. | -1 | cheat
input_state | input_state | cmd | devonly
input_upimpulsevalue |  | 0.3 | devonly, cl
instant_replay | Enable instant replay recording. | true | devonly
instant_replay_goto_tick | Goto a direct timestamp of the replay | cmd | devonly
instant_replay_goto_tick_relative | Goto a direct timestamp of the replay | cmd | devonly
instant_replay_history_limit | Maximum amount of minutes to save history (0 is unlimited). | 120 | devonly
instant_replay_history_limit_low | Maximum amount of minutes to save history on low memory (32 bit) systems (0 is unlimited). | 10 | devonly
instant_replay_live | If in replay, jumps back to live | cmd | devonly
instant_replay_pause | Pauses instant replay. | cmd | devonly
instant_replay_resume | Resumes instant replay. | cmd | devonly
instant_replay_skip | Number of seconds to skip back to instant replay from current position | cmd | devonly
instant_replay_skip_live | Number of seconds to skip back to instant replay from live | cmd | devonly
instant_replay_timescale | Sets instant replay speed. | cmd | devonly
instant_replay_togglepause | Toggles instant replay. | cmd | devonly
interesting_events_draw_debug | When enabled, draws a sphere representing active events | false | sv, cheat
ip | Overrides IP for multihomed hosts |  | release
item_debug |  | false | devonly, sv, cl, rep
iv_debug | Spew interpolated var info for entity. | cmd | devonly, cl
iv_debugbone | Debug bone name for interpolation spew of CAnimationState. |  | release
iv_interp | Spew interpolated var info for entity. | cmd | devonly, cl
iv_off | Turn off all interpolation variable spew. | cmd | devonly, cl
iv_on | Spew both interpolated var debug info and history for entity. | cmd | devonly, cl
iv_parallel_latch |  | true | devonly, cl
iv_parallel_restore |  | true | devonly, cl
iv_wrapped_parallel_latch |  | true | devonly, cl
joy_accel_filter |  | 0.2 | devonly, cl
joy_accelmax |  | 1 | devonly, cl
joy_accelscale |  | 0.6 | devonly, cl
joy_advanced |  | false | cl, a
joy_advaxisr |  | 0 | cl, a
joy_advaxisu |  | 0 | cl, a
joy_advaxisv |  | 0 | cl, a
joy_advaxisx |  | 0 | cl, a
joy_advaxisy |  | 0 | cl, a
joy_advaxisz |  | 0 | cl, a
joy_autosprint | Automatically sprint when moving with an analog joystick | 0 | devonly, cl
joy_axisbutton_threshold | Analog axis range before a button press is registered. | 0.3 | a
joy_axisr_deadzone |  | 0.15 | a, per_user
joy_axisr_relative |  | false | a, per_user
joy_axisu_deadzone |  | 0.15 | a, per_user
joy_axisu_relative |  | false | a, per_user
joy_axisv_deadzone |  | 0.15 | a, per_user
joy_axisv_relative |  | false | a, per_user
joy_axisx_deadzone |  | 0.15 | a, per_user
joy_axisx_relative |  | false | a, per_user
joy_axisy_deadzone |  | 0.15 | a, per_user
joy_axisy_relative |  | false | a, per_user
joy_axisz_deadzone |  | 0.15 | a, per_user
joy_axisz_relative |  | false | a, per_user
joy_circle_correct_mode |  | 1 | cl, a, per_user
joy_circle_correct_mode_vehicle |  | 2 | cl, a, per_user
joy_display_input |  | false | cl, a
joy_forward_sensitivity |  | 1 | cl, a, per_user
joy_lowend |  | 1 | devonly, cl
joy_lowmap |  | 1 | devonly, cl
joy_movement_stick | Which stick controls movement (0 is left stick) | false | cl, a, per_user
joy_name |  | joystick | cl, a
joy_pegged |  | 0.75 | devonly, cl
joy_pitch_sensitivity |  | 3 | cl, a, per_user
joy_pitchsensitivity |  | 1 | cl, a, per_user
joy_response_look |  | 0 | cl, a, per_user
joy_response_move |  | 9 | cl, a, per_user
joy_response_move_vehicle |  | 6 | devonly, cl
joy_sensitive_step0 |  | 0.1 | devonly, cl
joy_sensitive_step1 |  | 0.4 | devonly, cl
joy_sensitive_step2 |  | 0.9 | devonly, cl
joy_side_sensitivity |  | 1 | cl, a, per_user
joy_sidesensitivity |  | 1 | cl, a
joy_vehicle_turn_lowend |  | 0.7 | devonly, cl
joy_vehicle_turn_lowmap |  | 0.4 | devonly, cl
joy_virtual_peg |  | 0 | devonly, cl
joy_xcontroller_cfg_loaded | If 0, the 360controller.cfg file will be executed on startup & option changes. | false | devonly, cl
joy_yaw_sensitivity |  | 3 | cl, a, per_user
joy_yawsensitivity |  | -1 | cl, a, per_user
joystick | True if the joystick is enabled, false otherwise. | false | cl, a
jpeg_quality | Set jpeg screenshot quality. \[1..100\] | 90 | devonly
jpeg_screenshot | Take a jpeg screenshot: jpeg_screenshot \[filename\] \[quality 1-100\]. | cmd | devonly
kelvin_ice_path_base_shards |  | 2 | devonly, sv, cl, rep
kelvin_ice_path_base_size |  | 150 | devonly, sv, cl, rep
kelvin_ice_path_connector_distance |  | 180 | devonly, sv, cl, rep
kelvin_ice_path_connector_length |  | 100 | devonly, sv, cl, rep
kelvin_ice_path_debug_render_physics |  | 2 | devonly, sv, cl, rep
kelvin_ice_path_health | Normalized against base firerate, 100 is 1 second | 21 | devonly, sv, cl, rep
kelvin_ice_path_lagcomp_move_linger_time | Extra time for ice path movement controller to linger to prevent mispredictions | 0.3 | devonly, sv, cl, rep
kelvin_ice_path_max_pitch_connector |  | 30 | devonly, sv, cl, rep
kelvin_ice_path_shard_offset_max |  | 20 | devonly, sv, cl, rep
kelvin_ice_path_shard_offset_min |  | 5 | devonly, sv, cl, rep
kelvin_ice_path_shard_scale_duration |  | 0.3 | devonly, sv, cl, rep
kelvin_ice_path_shard_vert_per_quarter |  | 10 | devonly, sv, cl, rep
kelvin_ice_path_surf_size |  | 100 | devonly, sv, cl, rep
kelvin_ice_path_thickness |  | 8 | devonly, sv, cl, rep
kelvin_ice_path_uv_scale |  | 0.02 | devonly, sv, cl, rep
kelvin_ice_shard_lagcomp_startdelay_time | Delay before ice shard's physics kick in to account for client latency | 0.15 | devonly, sv, cl, rep
key_findbinding | Find key bound to specified command string. | cmd | release
key_listboundkeys | List bound keys with bindings. | cmd | release
key_updatelayout | Updates game keyboard layout to current windows keyboard setting. | cmd | devonly
kick | Kick a player by name. | cmd | norecord, release
kickid | Kick a player by userid or uniqueid, with a message. | cmd | norecord, release
kickid_hltv | Kick a player by userid or uniqueid, with a message. | cmd | norecord, release
kill | Kills the player with generic damage | cmd | sv, cheat
kill_all_shrines | Kills all shrines | cmd | sv, cheat, release
killvector | Kills a player applying force. Usage: killvector &lt;player&gt; &lt;x value&gt; &lt;y value&gt; &lt;z value&gt; | cmd | sv, cheat
labelled_debug_helper_arc_segments |  | 20 | sv, cl, rep, cheat
labelled_debug_helper_enabled |  | true | sv, cl, rep, cheat
labelled_debug_helper_scale |  | 1 | sv, cl, rep, cheat
labelled_debug_helper_show_position |  | false | sv, cl, rep, cheat
labelled_debug_helper_show_text |  | true | sv, cl, rep, cheat
labelled_debug_helper_skeleton_show_bone_names |  | true | sv, cl, rep, cheat
last_viewed_announce_id | Tracks the last announcement ID viewed so we can know when new announcements are available | -1 | cl, a
lb_allow_shadow_rotation | SceneSystem/LightBinner/Shadow Rotation | true | devonly, cheat
lb_allow_time_sliced_shadow_map_rendering | Allow time-sliced shadow buffer rendering when enabled via gameinfo.gi | true | devonly
lb_barnlight_shadow_use_precomputed_vis |  | true | devonly
lb_barnlight_shadowmap_scale | Scale for computed barnlight shadowmap size | 1 | release
lb_bin_slices |  | 8192 | devonly
lb_convert_to_barn_lights_falloff_match_point |  | 0.15 | devonly
lb_csm_cascade_size_override | Override width/height of individual cascades in the CSM | -1 | devonly
lb_csm_cross_fade_override | Override CSM cross fade amount | -1 | devonly
lb_csm_distance_fade_override | Override CSM distance fade | -1 | devonly
lb_csm_draw_alpha_tested |  | true | devonly
lb_csm_draw_translucent |  | true | devonly
lb_csm_fov_override |  | -1 | devonly, cheat
lb_csm_override_bulb_radius | Override bulb radius for CSM | -1 | devonly
lb_csm_override_staticgeo_cascades | Override Cascades that will render static objects with lb_csm_override_staticgeo_cascades_value | false | devonly
lb_csm_override_staticgeo_cascades_animated_verts | If lb_csm_override_staticgeo_cascades, ensure only objects without animated verts, i.e. SCENEOBJECTFLAG_CAN_RENDER_INTO_SST flag will be excluded (as opposed to all static objects). | true | devonly
lb_csm_override_staticgeo_cascades_value | If lb_csm_override_staticgeo_cascades, override value used to determine which cascades render static objects | -1 | devonly
lb_csm_receiver_plane_depth_bias | Shader depth bias applied to shadow receiver (Note this conflicts with renderstate depth bias, both now default to 0) | 1.526e-05 | devonly
lb_csm_receiver_plane_depth_bias_transmissive_backface | Depth bias applied to shadow receiver for transmissive backface geo (based on renderstate depthbias being 0) | 0.00015 | devonly
lb_cubemap_normalization_max |  | 32 | devonly
lb_cubemap_normalization_roughness_begin |  | 0.1 | devonly
lb_debug_light_bounds | SceneSystem/LightBinner/Debug Light Bounds | false | devonly, cheat
lb_debug_shadow_atlas | SceneSystem/LightBinner/Debug Shadow Atlas | false | devonly, cheat
lb_debug_shadowtile_atlas | SceneSystem/LightBinner/Debug ShadowTile Atlas | false | devonly, cheat
lb_debug_silhouette | SceneSystem/LightBinner/Debug Silhouettes |  | devonly, cheat
lb_debug_silhouette_sum | If we should draw normal silhouette or minkowski sum silhouette | 1 | devonly, cheat
